3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.543818557464470387e-01,3.543818557464470387e-01,3.543818557464470387e-01,3.476988667079093376e-01,3.543818557464470387e-01,3.543818557464470387e-01,3.543818557464470387e-01,3.543818557464470387e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.977304271139540659e-01,3.977304271139540659e-01,3.977304271139540659e-01,3.977304271139540659e-01,3.977304271139540659e-01,2.762697720236608201e-01,2.667582919408967856e-01,2.481281182978955502e-01
3.587063181305978343e-01,3.587063181305978343e-01,3.587063181305978343e-01,3.587063181305978343e-01,3.587063181305978343e-01,3.151324182159880860e-01,3.587063181305978343e-01,3.587063181305978343e-01,3.769698242156295787e-01,3.769698242156295787e-01,3.769698242156295787e-01,3.769698242156295787e-01,3.769698242156295787e-01,2.582612596712007824e-01,3.547993866737915725e-01,3.112672079867501718e-01,3.615981660011944321e-01,3.615981660011944321e-01,3.615981660011944321e-01,3.615981660011944321e-01,3.615981660011944321e-01,3.508407147019384498e-01,3.615981660011944321e-01,3.039595213971518772e-01,3.775604603829101902e-01,3.775604603829101902e-01,3.775604603829101902e-01,3.775604603829101902e-01,3.775604603829101902e-01,2.291358202614886264e-01,3.036204341762660519e-01,3.775604603829101902e-01
3.775761941370207597e-01,3.775761941370207597e-01,3.775761941370207597e-01,3.775761941370207597e-01,3.775761941370207597e-01,2.401502368109313945e-01,2.948646623949046641e-01,3.775761941370207597e-01,3.857723427956698536e-01,3.857723427956698536e-01,3.857723427956698536e-01,3.857723427956698536e-01,3.857723427956698536e-01,1.930640913457663810e-01,3.678193866759232877e-01,2.886756877809961153e-01,3.927758095327846255e-01,3.927758095327846255e-01,3.927758095327846255e-01,3.927758095327846255e-01,3.927758095327846255e-01,2.370864198074355278e-01,2.713563169976503930e-01,3.143113036656645654e-01,3.884572661593547749e-01,3.884572661593547749e-01,3.884572661593547749e-01,3.884572661593547749e-01,3.884572661593547749e-01,2.439627095238669219e-01,1.873176718639412708e-01,3.884572661593547749e-01
3.651744277272505612e-01,3.651744277272505612e-01,3.651744277272505612e-01,3.651744277272505612e-01,3.651744277272505612e-01,3.651744277272505612e-01,3.651744277272505612e-01,2.579408091115950041e-01,3.626681563494333904e-01,2.979903101690812295e-01,3.626681563494333904e-01,3.626681563494333904e-01,3.626681563494333904e-01,3.626681563494333904e-01,3.626681563494333904e-01,3.493316832712599074e-01,3.720433802157792069e-01,3.720433802157792069e-01,3.720433802157792069e-01,3.720433802157792069e-01,3.720433802157792069e-01,2.756712889699283187e-01,3.280949278168932559e-01,3.525303882228181807e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01
3.651267451735611957e-01,3.651267451735611957e-01,3.651267451735611957e-01,3.651267451735611957e-01,3.651267451735611957e-01,3.651267451735611957e-01,3.651267451735611957e-01,2.584128854748441451e-01,3.724478164141454273e-01,3.724478164141454273e-01,3.724478164141454273e-01,3.724478164141454273e-01,3.724478164141454273e-01,3.724478164141454273e-01,3.724478164141454273e-01,1.702303380468707383e-01,3.681575728270778392e-01,3.681575728270778392e-01,3.681575728270778392e-01,3.681575728270778392e-01,3.681575728270778392e-01,3.681575728270778392e-01,3.681575728270778392e-01,2.263183833710239456e-01,3.834571102590321745e-01,3.834571102590321745e-01,3.834571102590321745e-01,3.834571102590321745e-01,3.834571102590321745e-01,2.383579420075706279e-01,3.804309904557096611e-01,2.515173464677276094e-01
3.559181222144855439e-01,3.559181222144855439e-01,3.559181222144855439e-01,3.559181222144855439e-01,3.559181222144855439e-01,3.559181222144855439e-01,3.559181222144855439e-01,3.365353349033465280e-01,3.635630390314049665e-01,3.635630390314049665e-01,3.635630390314049665e-01,3.635630390314049665e-01,3.635630390314049665e-01,3.635630390314049665e-01,3.635630390314049665e-01,2.734107097779790996e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01
3.653224528793087567e-01,3.653224528793087567e-01,3.653224528793087567e-01,3.653224528793087567e-01,3.653224528793087567e-01,2.614206173013664536e-01,3.617959273535187315e-01,3.653224528793087567e-01,3.861257098352367523e-01,3.861257098352367523e-01,3.861257098352367523e-01,3.861257098352367523e-01,3.619715706094364660e-01,2.103117193138420993e-01,2.942970821195758924e-01,3.765136580389916721e-01,3.634762812531914800e-01,3.634762812531914800e-01,3.634762812531914800e-01,3.634762812531914800e-01,3.634762812531914800e-01,3.596461619738730020e-01,2.996023707362225341e-01,3.468688831938726569e-01,3.605074002313938819e-01,3.605074002313938819e-01,3.605074002313938819e-01,3.605074002313938819e-01,3.605074002313938819e-01,3.004012322276611302e-01,3.605074002313938819e-01,3.605074002313938819e-01
3.610224263966281266e-01,3.610224263966281266e-01,3.610224263966281266e-01,3.610224263966281266e-01,3.610224263966281266e-01,2.960399519406049507e-01,3.610224263966281266e-01,3.610224263966281266e-01,3.775661302784845130e-01,3.775661302784845130e-01,3.775661302784845130e-01,3.775661302784845130e-01,3.775661302784845130e-01,3.475906158897625331e-01,3.051038812175821957e-01,2.707609118532524617e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.734191070960042880e-01,3.734191070960042880e-01,3.734191070960042880e-01,3.734191070960042880e-01,3.734191070960042880e-01,3.050071016779437039e-01,2.869956562822900681e-01,3.569243801292200091e-01
3.624629963239829333e-01,3.624629963239829333e-01,3.624629963239829333e-01,3.624629963239829333e-01,3.624629963239829333e-01,2.834502315088727742e-01,3.624629963239829333e-01,3.624629963239829333e-01,3.581800212812117357e-01,3.581800212812117357e-01,3.581800212812117357e-01,3.581800212812117357e-01,3.581800212812117357e-01,3.581800212812117357e-01,3.581800212812117357e-01,3.192953275013625247e-01,4.128583432977733780e-01,4.128583432977733780e-01,4.128583432977733780e-01,4.128583432977733780e-01,4.128583432977733780e-01,1.995008723222228275e-01,2.252770236997285458e-01,2.391434840354709490e-01,4.063245293900631938e-01,4.063245293900631938e-01,4.063245293900631938e-01,4.063245293900631938e-01,4.063245293900631938e-01,2.460698547945273651e-01,2.625926098164749201e-01,2.121240945723562310e-01
3.741550415506244009e-01,3.741550415506244009e-01,3.741550415506244009e-01,3.741550415506244009e-01,3.741550415506244009e-01,2.725201483541480063e-01,3.741550415506244009e-01,2.928835906713723181e-01,3.812703171767434784e-01,3.812703171767434784e-01,3.812703171767434784e-01,3.812703171767434784e-01,3.812703171767434784e-01,2.392650733765931959e-01,3.812703171767434784e-01,2.656123034393328419e-01,4.056309993277371073e-01,4.056309993277371073e-01,4.056309993277371073e-01,4.056309993277371073e-01,4.056309993277371073e-01,1.809119936765032910e-01,1.902703514965753961e-01,3.292195398148897167e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01
3.567824439974007222e-01,3.567824439974007222e-01,3.567824439974007222e-01,3.567824439974007222e-01,3.567824439974007222e-01,3.567824439974007222e-01,3.567824439974007222e-01,3.300666800336819473e-01,3.879741720891897727e-01,3.879741720891897727e-01,3.879741720891897727e-01,3.879741720891897727e-01,3.879741720891897727e-01,2.875388070840592114e-01,2.671098603893757861e-01,3.055388117501166567e-01,3.912383525687982422e-01,3.912383525687982422e-01,3.912383525687982422e-01,3.912383525687982422e-01,3.912383525687982422e-01,1.968959995792681772e-01,3.183058329499459660e-01,3.075323057392781445e-01,4.125982693771848564e-01,4.125982693771848564e-01,4.125982693771848564e-01,4.125982693771848564e-01,4.125982693771848564e-01,1.887088977425285530e-01,2.579062544183511330e-01,2.160709512032178703e-01
3.947718271963309711e-01,3.947718271963309711e-01,3.947718271963309711e-01,3.947718271963309711e-01,3.947718271963309711e-01,2.550336968061103771e-01,2.489346343071531242e-01,3.062113374885256922e-01,3.922765649200994353e-01,3.922765649200994353e-01,3.922765649200994353e-01,3.922765649200994353e-01,3.922765649200994353e-01,2.600082641891501845e-01,2.824322430671002970e-01,2.884843380794945289e-01,4.219857448646089915e-01,4.219857448646089915e-01,4.219857448646089915e-01,4.219857448646089915e-01,4.219857448646089915e-01,1.242970627849007553e-01,1.851103089296096960e-01,2.447949528098086192e-01,3.659128476829493493e-01,3.659128476829493493e-01,3.659128476829493493e-01,3.659128476829493493e-01,3.659128476829493493e-01,3.659128476829493493e-01,3.029532739332435054e-01,3.238302655431188892e-01
3.578127504059708253e-01,3.578127504059708253e-01,3.578127504059708253e-01,3.578127504059708253e-01,3.578127504059708253e-01,3.462990587370751716e-01,3.578127504059708253e-01,3.345103518267069642e-01,4.037433928527381921e-01,4.037433928527381921e-01,4.037433928527381921e-01,4.037433928527381921e-01,4.037433928527381921e-01,2.062196127799474088e-01,2.312129283601216390e-01,2.982790912808029882e-01,3.719688344482662279e-01,3.719688344482662279e-01,3.719688344482662279e-01,3.719688344482662279e-01,3.719688344482662279e-01,3.685017480518814059e-01,2.753716743355454355e-01,3.107616985833926981e-01,4.035350667372351041e-01,4.035350667372351041e-01,4.035350667372351041e-01,4.035350667372351041e-01,4.035350667372351041e-01,1.819985332398737221e-01,1.524989453333751299e-01,3.597469315095231379e-01
3.541269823171058762e-01,3.541269823171058762e-01,3.541269823171058762e-01,3.541269823171058762e-01,3.541269823171058762e-01,3.495118917166430417e-01,3.541269823171058762e-01,3.541269823171058762e-01,3.642812166208366231e-01,3.642812166208366231e-01,3.642812166208366231e-01,3.642812166208366231e-01,3.642812166208366231e-01,3.182859097454152075e-01,3.201394237347843230e-01,3.642812166208366231e-01,3.662044678074233284e-01,3.662044678074233284e-01,3.662044678074233284e-01,3.662044678074233284e-01,3.662044678074233284e-01,3.496629155434035074e-01,3.353923593338177800e-01,3.077649253055438350e-01,4.216211607594291255e-01,4.216211607594291255e-01,4.216211607594291255e-01,4.216211607594291255e-01,3.976221395155552507e-01,1.711893842199395110e-01,1.917805697767429596e-01,2.544669501303721271e-01
3.947879888191723752e-01,3.947879888191723752e-01,3.947879888191723752e-01,3.947879888191723752e-01,3.947879888191723752e-01,1.693710030453920157e-01,3.485513552220680378e-01,2.655892225433456044e-01,3.934331351336743388e-01,3.934331351336743388e-01,3.934331351336743388e-01,3.934331351336743388e-01,3.934331351336743388e-01,1.775232968029164526e-01,3.262355228052683520e-01,2.968294177800823719e-01,3.634685019772559977e-01,3.634685019772559977e-01,3.634685019772559977e-01,3.634685019772559977e-01,3.634685019772559977e-01,3.177753765225707627e-01,3.612073480583769536e-01,3.286355151324131807e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01
3.887128741763147821e-01,3.887128741763147821e-01,3.887128741763147821e-01,3.887128741763147821e-01,3.887128741763147821e-01,1.927649510466825922e-01,3.654217317661334063e-01,2.716986169843492172e-01,4.166081110986371572e-01,4.166081110986371572e-01,4.166081110986371572e-01,4.166081110986371572e-01,4.166081110986371572e-01,1.956318979095812982e-01,2.459245490903282649e-01,1.828597415377047342e-01,3.610225919603130551e-01,3.610225919603130551e-01,3.610225919603130551e-01,3.610225919603130551e-01,3.610225919603130551e-01,3.468326981408603182e-01,3.610225919603130551e-01,3.125431294078168665e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01
3.885575013310813008e-01,3.885575013310813008e-01,3.885575013310813008e-01,3.885575013310813008e-01,3.885575013310813008e-01,1.776396761428362669e-01,3.640377440428863576e-01,2.846682398711273820e-01,4.115809086322835264e-01,4.115809086322835264e-01,4.115809086322835264e-01,4.115809086322835264e-01,4.115809086322835264e-01,2.162265771971450812e-01,2.034051010509781710e-01,2.547120138581423499e-01,4.209831652907907729e-01,4.209831652907907729e-01,4.209831652907907729e-01,4.040146842492753909e-01,4.209831652907907729e-01,1.546053577432766057e-01,2.312774378765894978e-01,2.246614402188143733e-01,4.269253446316678136e-01,4.269253446316678136e-01,4.269253446316678136e-01,4.051686828393005757e-01,4.269253446316678136e-01,1.637760331456684093e-01,1.917840290144387505e-01,2.077826643808078355e-01
4.241589729388375862e-01,4.241589729388375862e-01,4.241589729388375862e-01,4.241589729388375862e-01,3.910379037565908655e-01,1.720959868417858696e-01,1.470956123911752178e-01,2.760287524986714813e-01,4.113941678173898553e-01,4.113941678173898553e-01,4.113941678173898553e-01,4.113941678173898553e-01,4.113941678173898553e-01,1.175228611918258809e-01,2.531719926491036166e-01,2.754387631424497496e-01,4.205505657665762342e-01,4.205505657665762342e-01,4.205505657665762342e-01,4.205505657665762342e-01,4.205505657665762342e-01,2.133727092876898934e-01,1.840148520706960111e-01,1.905170041585184659e-01,4.068353179662342889e-01,4.068353179662342889e-01,4.068353179662342889e-01,4.068353179662342889e-01,4.068353179662342889e-01,2.136668841439663957e-01,2.107428761080079593e-01,2.869826173354607102e-01
4.136902932280410172e-01,4.136902932280410172e-01,4.136902932280410172e-01,3.959512315470793964e-01,3.697140681710276988e-01,1.340682983280425677e-01,1.597083518030799620e-01,3.868256548102640413e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.744091749670196978e-01,3.744091749670196978e-01,3.744091749670196978e-01,3.744091749670196978e-01,3.723231054872907508e-01,2.481279562596420130e-01,3.207687769806901179e-01,3.690345412134644620e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01
3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.538370361550898791e-01,3.538370361550898791e-01,3.538370361550898791e-01,3.538370361550898791e-01,3.538370361550898791e-01,3.515614634766863200e-01,3.538370361550898791e-01,3.538370361550898791e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.533185638946627627e-01,2.092650069314139494e-01,3.799889199697719100e-01,3.799889199697719100e-01,3.799889199697719100e-01,3.799889199697719100e-01,3.799889199697719100e-01,3.307812758023957467e-01
3.741203066466420313e-01,3.055366632126031989e-01,3.741203066466420313e-01,3.741203066466420313e-01,3.741203066466420313e-01,3.741203066466420313e-01,3.741203066466420313e-01,2.585562298818734339e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.535533905380310316e-01,3.933675866359957474e-01,3.896031824084385531e-01,3.933675866359957474e-01,3.323992989852822544e-01,3.933675866359957474e-01,3.129088428769646324e-01,3.933675866359957474e-01,1.444156815950155270e-01,3.684026212376044773e-01,3.684026212376044773e-01,3.684026212376044773e-01,2.983688304156207338e-01,3.684026212376044773e-01,3.684026212376044773e-01,3.684026212376044773e-01,3.108908050886778351e-01
